invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Full_Address,Country,Total_Invoice_USD
INV-00061/KEVALA/OUT/01/2025,2025-01-15,bali perkasa sukses,Indigo Bali,2575200.0,Hotel,Local,8.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,158.86197773785528
INV-00062/KEVALA/OUT/03/2025,2025-03-27,ungasan semesta resort,QQ Siti Agung Makmur (LXR),2769450.0,Hotel,Local,16.0,,Indonesia,170.84510105859866
INV-00062/KEVALA/OUT/11/2024,2024-11-30,pt caterison sukses,Hilton Bali,555000000.0,Hotel,Local,3116.0,"Jl. Rasa Nusa Dua Selatan, Nusa Dua 80363, Bali, Indonesia",Indonesia,34237.49520212398
INV-00064/KEVALA/OUT/02/2025,2025-02-17,al ghalia w.l.l,Jihad,4536.9,Agent,Export,2.0,"Villa 927, Road 3830,Block 338, AdilyaKingdom of Bahrain.",Bahrain,4536.9
INV-00072/KEVALA/OUT/02/2025,2025-02-27,boa development,Nihi Rote,43345500.0,Hotel,Local,270.0,"C/O Kantor taman A9 Unit B Lt.4
Jl.Dr Ide Anak Agung Gde Agung Kawasan Mega Kuningan
Jakarta 12950
Jakarta DKI Jakarta
Indonesia",Indonesia,2673.948375285883
INV-00073/KEVALA/OUT/02/2025,2025-02-27,karang mas sejahtera,Ayana Hospitality,5594400.0,Hotel,Local,24.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,345.11395163740974
INV-00074/KEVALA/OUT/02/2025,2025-02-27,belmond jimbaran puri bali,Bali Resort & Leisure,53124600.0,Hotel,Local,265.0,"Jl Uluwatu Jimbaran, Puri Bali, Kuta, Kuta, Kab. Badung, Bali",Indonesia,3277.2130407473073
INV-00076/KEVALA/OUT/02/2025,2025-02-27,tanjung benoa indonesia,Holiday in Benoa,46553400.0,Hotel,Local,216.0,"Jl. Pratama No. 86, Tanjung Benoa, Bali 80363 ID
+62 361 894 7888",Indonesia,2871.8410975541597
INV-00077/KEVALA/OUT/02/2025,2025-02-27,tanjung benoa indonesia,Holiday in Benoa,29992200.0,Hotel,Local,236.0,"Jl. Pratama No. 86, Tanjung Benoa, Bali 80363 ID
+62 361 894 7888",Indonesia,1850.19424072278
INV-00078/KEVALA/OUT/02/2025,2025-02-27,bali radiance,Bali Radiance,43956000.0,Hotel,Local,220.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,2711.6096200082193
INV-00080/KEVALA/OUT/02/2025,2025-02-28,"balikpapan boga utama, cv",Balikpapan Boga Utama,11177700.0,Umum,Umum,20.0,"Balikpapan, Indonesia",Indonesia,689.543153370777
INV-00082/KEVALA/OUT/02/2025,2025-02-28,bali radiance,Bali Radiance,3108000.0,Hotel,Local,100.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,191.7299731318943
INV-00088/KEVALA/OUT/03/2025,2025-03-31,karang mas sejahtera,Ayana Hospitality,210978144.0,Hotel,Local,1100.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,13015.068816131572
INV-00089/KEVALA/OUT/03/2025,2025-03-31,karang mas sejahtera,Ayana Hospitality,358206402.0,Hotel,Local,2315.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,22097.459405126297
INV-00091/KEVALA/OUT/02/2025,2025-02-28,samabe luxury resort,Samabe Luxury Resort,17582400.0,Hotel,Local,45.0,,Indonesia,1084.6438480032878
INV-00092/KEVALA/OUT/02/2025,2025-02-28,nusadua graha international,The Westin Resort Nusa Dua,5150400.0,Hotel,Local,34.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,317.72395547571057
INV-00092/KEVALA/OUT/03/2025,2025-03-31,fairmont jakarta - pt senayan trikarya sempana,Fairmont Jakarta,185703000.0,Hotel,Local,820.0,"Jl. Asia Afrika No.8, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Indonesia,11455.865894630684
INV-00093/KEVALA/OUT/02/2025,2025-02-28,the oberoi beach resort bali,Oberoi Beach,128010750.0,Hotel,Local,1058.0,"Seminyak Beach, Jalan Kayu Aya, Denpasar 80361",Indonesia,7896.878268369896
INV-00093/KEVALA/OUT/03/2025,2025-03-31,karang mas sejahtera,Ayana Hospitality,130796306.0,Hotel,Local,540.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,8068.716935370343
INV-00094/KEVALA/OUT/02/2025,2025-02-28,pahdi alam sejahtera,Pahdi,255854723.0,Restaurant,Local,882.0,"Jl. Kemang Raya No 43A Kemang
Jaksel",Indonesia,15783.468200276146
INV-00095/KEVALA/OUT/02/2025,2025-02-28,"prima adhitama international development, pt",Ayana Midplaza Jakarta,8678911.0,Hotel,Local,51.0,"Jl Jendral Sudirman KAV 10-11 Kota Jakarta Pusat, DKI Jakarta 10220, Indonesia",Indonesia,535.3949076074974
INV-00100/KEVALA/OUT/02/2025,2025-02-28,boa development,Nihi Rote,9906750.0,Hotel,Local,21.0,"C/O Kantor taman A9 Unit B Lt.4
Jl.Dr Ide Anak Agung Gde Agung Kawasan Mega Kuningan
Jakarta 12950
Jakarta DKI Jakarta
Indonesia",Indonesia,611.1392893579131
INV-00101/KEVALA/OUT/02/2025,2025-02-28,boa development,Nihi Rote,6132750.0,Hotel,Local,13.0,"C/O Kantor taman A9 Unit B Lt.4
Jl.Dr Ide Anak Agung Gde Agung Kawasan Mega Kuningan
Jakarta 12950
Jakarta DKI Jakarta
Indonesia",Indonesia,378.32432198347
INV-00102/KEVALA/OUT/02/2025,2025-02-28,handara golf & resort bali,Sarana Buana Handara,248684400.0,Hotel,Local,888.0,"Desa Pancasari, Pancasari, Sukasada, Kab. Buleleng, Bali",Indonesia,15341.136850167713
INV-00104/KEVALA/OUT/02/2025,2025-02-18,al ghalia w.l.l,Jihad,705.13,Agent,Export,1.0,"Villa 927, Road 3830,Block 338, AdilyaKingdom of Bahrain.",Bahrain,705.13
INV-00169/KEVALA/OUT/06/2024,2024-06-04,kevala keramik bali,KKB,4789704.0,Umum,Local,176.0,,Indonesia,295.4729148100794
INV-012/KEVALA/OUT/II/2024,2024-02-13,mandarin oriental muscat,Mandarin Oriental,283.0,Hotel,Export,15.0,,Oman,283.0
INV-01878/KEVALA/OUT/V/2024,2024-06-17,success venture hotel investment,Pan Pacific Hotel,913336277.0,Hotel,Local,6314.0,"Thamrin Nine Luminary Tower, Jalan MH. Thamrin No.10, Jakarta Pusat - 10230",Indonesia,56342.966489573475
INV-029/KEVALA/OUT/V/2024,2024-05-30,keith & kym concepts,Keith & Kym Concepts,106.15,Umum,Export,74.0,,Thailand,106.15
INV-1130(2)/KEVALA/OUT/III/2024,2024-03-22,guum pte. ltd.,Guum,6224.0,Restaurant,Export,445.0,"29 Keong Saik Road, Singapore 089136",Singapore,6224.0
INV-1130(3)/KEVALA/III/2024,2024-03-25,guum pte. ltd.,Guum,125.0,Restaurant,Export,34.0,"29 Keong Saik Road, Singapore 089136",Singapore,125.0
INV-1130/KEVALA/OUT/III/2024,2024-03-08,guum pte. ltd.,Guum,261.0,Restaurant,Export,13.0,"29 Keong Saik Road, Singapore 089136",Singapore,261.0
INV-1350(2)/KEVALA/OUT/II/2024,2024-02-06,four season resort maldives,Four Season Maldives,480.0,Hotel,Export,60.0,"Four Seasons Resort Maldives at Landaa Giraavaru Baa Atoll, MV",Maldives,480.0
INV-1355/KEVALA/OUT/II/2024,2024-02-09,ali bey malidives pvt. ltd. (joali muravandhoo),Joali Muravandhoo,5460.0,Hotel,Export,300.0,"Raa Atoll, Republic of Maldives",Maldives,5460.0
INV-1357/KEVALA/OUT/I/2024,2024-01-24,mactan seascapes service inc (crimson),Crimson / Boracay,2373.55,Hotel,Export,185.0,"Seascapes Resort Town, Mactan Island, Lapu-lapu City Cebu",Philippines,2373.55
INV-1358/KEVALA/OUT/II/2024,2024-03-08,mactan seascapes service inc (crimson),Crimson / Boracay,3079.2,Hotel,Export,240.0,"Seascapes Resort Town, Mactan Island, Lapu-lapu City Cebu",Philippines,3079.2
INV-1359/KEVALA/OUT/X/2023,2024-01-04,"jtb trading, inc. ( six sense kyoto)",Six Sense Kyoto,14502.5,Hotel,Export,899.0,,Japan,14502.5
INV-1361/KEVALA/OUT/X/2023,2024-01-04,"jtb trading, inc. ( six sense kyoto)",Six Sense Kyoto,1785.0,Hotel,Export,102.0,,Japan,1785.0
INV-1431/KEVALA/OUT/I/2024,2024-01-05,leisure oceans private limited (six sense kanuhura),Six Sense Kanuhura,8819.5,Hotel,Export,705.0,"Kanuhura, Maldives
Lhaviyani Atoll, Maldives
Lh. Kanuhuraa",Maldives,8819.5
INV-1464/KEVALA/OUT/XI/2023,2024-01-01,kusuma inti abadi,Oakwood Jakarta,9747354.0,Hotel,Local,115.0,"PIK OFFICE ASG TOWER Lt 17 Jl. Pantai Indah Kapuk Boulevard RT: 006, RW: 002, Kelurahan Kamal Muara, Kec. Penjaringan",Indonesia,601.3062807358631
INV-1494/KEVALA/OUT/XII/2023,2024-01-02,waldorf astoria maldives ithaa fushi,Waldorf Astoria,2907.0,Hotel,Export,222.0,,Maldives,2907.0
INV-1498/KEVALA/OUT/XII/2023,2024-01-01,sutera bali,Mamasan Fine Dining,3885000.0,Restaurant,Local,44.0,,Indonesia,239.66246641486788
INV-1521/KEVALA/OUT/XII/2023,2024-01-01,bumi canggu nusantara,Motel Mexicola Canggu,49783500.0,Restaurant,Local,250.0,"Jalan Pantai Batu Bolong, Canggu, Kuta Utara, Kab. Badung, Bali
Badung Bali",Indonesia,3071.103319630521
INV-1522/KEVALA/OUT/XII/2023,2024-01-01,nusadua graha international,The Westin Resort Nusa Dua,7548000.0,Hotel,Local,39.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,465.62993474888617
INV-1523/KEVALA/OUT/XII/2023,2024-01-01,bali giri kencana,Four Season Resort Jimbaran Bay,2708400.0,Hotel,Local,28.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,167.07897658636503
INV-1524/KEVALA/OUT/XII/2023,2024-01-01,bali giri kencana,Four Season Resort Jimbaran Bay,13564200.0,Hotel,Local,96.0,"Kawasan Bukit Permai, Jimbaran, Kuta Selatan,
Badung, Bali, 80361, ID.",Indonesia,836.7643827399102
INV-1525/KEVALA/OUT/XII/2023,2024-01-01,bali nusaintan,The Ritz Carlton Bali,18231750.0,Hotel,Local,104.0,"Jalan Raya Nusa Dua Lot #3, Banjar Sawangan, Nusa Dua, Bali.",Indonesia,1124.7017173897727
INV-1526/KEVALA/OUT/XII/2023,2024-01-22,garden barn inc,Garden Barn 1,1740.0,Agent,Export,60.0,,Philippines,1740.0
INV-1529/KEVALA/OUT/XII/2023,2024-03-23,bali perkasa sukses,Indigo Bali,12043500.0,Hotel,Local,46.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,742.9536458860904
INV-1530/KEVALA/OUT/XII/2023,2024-01-01,bali perkasa sukses,Indigo Bali,13170150.0,Hotel,Local,39.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,812.4557611464021
INV-1531/KEVALA/OUT/XII/2023,2024-01-01,bali perkasa sukses,Indigo Bali,1554000.0,Hotel,Local,5.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,95.86498656594715
INV-1532/KEVALA/OUT/XII/2023,2024-01-01,bali perkasa sukses,Indigo Bali,49317300.0,Hotel,Local,153.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,3042.343823660737
INV-1533/KEVALA/OUT/XII/2023,2024-03-23,bali perkasa sukses,Indigo Bali,2752800.0,Hotel,Local,8.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,169.81797620253494
INV-1534/KEVALA/OUT/XII/2023,2024-01-01,anaamaya resort seminyak,Alila Seminyak,2089020.0,Hotel,Local,19.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,128.86993194079466
INV-1535/KEVALA/OUT/XII/2023,2024-01-01,anaamaya resort seminyak,Alila Seminyak,327450.0,Hotel,Local,1.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,20.20012216925315
INV-1536/KEVALA/OUT/XII/2023,2024-01-01,karma bali indonesia,Karma Kandara,87967500.0,Hotel,Local,388.0,,Indonesia,5426.642989536651
INV-1537/KEVALA/OUT/XII/2023,2024-01-01,bali radiance,Bali Radiance,422776800.0,Hotel,Local,2116.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,26080.754345169964
INV-1540/KEVALA/OUT/XII/2023,2024-01-13,renarte general trading llc,Renarte,1659.0,Agent,Export,126.0,"Office # 804, grosveenor Business Tower, PO Box 123568, barsha Heights, Dubai, United Arab Emirates",United Arab Emirates,1659.0
INV-1541/KEVALA/OUT/XII/2023,2024-02-05,renarte general trading llc,Renarte,1872.0,Agent,Export,90.0,"Office # 804, grosveenor Business Tower, PO Box 123568, barsha Heights, Dubai, United Arab Emirates",United Arab Emirates,1872.0
INV-1566/KEVALA/OUT/I/2024,2024-01-02,hotel pandan arum,Maya Ubud,27743895.0,Hotel,Local,150.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,1711.4981476589758
INV-1567/KEVALA/OUT/I/2024,2024-01-02,hotel pandan arum,Maya Ubud,10856077.0,Hotel,Local,53.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,669.7024940565559
INV-1568/KEVALA/OUT/I/2024,2024-01-02,hotel pandan arum,Maya Ubud,14515192.0,Hotel,Local,163.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,895.4302999241593
INV-1569/KEVALA/OUT/I/2024,2024-01-02,amanda arumdhani,Four Season Sayan,1714950.0,Hotel,Local,7.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,105.79386017456311
INV-1570/KEVALA/OUT/I/2024,2024-01-02,amanda arumdhani,Four Season Sayan,8472907.0,Hotel,Local,78.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,522.6866896586355
INV-1571/KEVALA/OUT/I/2024,2024-01-02,amanda arumdhani,Four Season Sayan,5261400.0,Hotel,Local,32.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,324.57145451613536
INV-1572/KEVALA/OUT/I/2024,2024-01-02,bali perkasa sukses,Indigo Bali,16450200.0,Hotel,Local,65.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,1014.7993577909548
INV-1573/KEVALA/OUT/I/2024,2024-01-02,bali perkasa sukses,Indigo Bali,22089000.0,Hotel,Local,85.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,1362.6523090445344
INV-1574/KEVALA/OUT/I/2024,2024-01-02,bali perkasa sukses,Indigo Bali,12654000.0,Hotel,Local,45.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,780.6148906084268
INV-1575/KEVALA/OUT/I/2024,2024-01-02,bali perkasa sukses,Indigo Bali,12536340.0,Hotel,Local,37.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,773.3565416255765
INV-1578/KEVALA/OUT/I/2024,2024-01-02,jimbaran villas,Bvlgari,21756000.0,Hotel,Local,100.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,1342.1098119232602
INV-1579/KEVALA/OUT/I/2024,2024-04-30,bokashi berawa,Bokashi Berawa,15601000.0,Restaurant,Local,99.0,"
Indonesia",Indonesia,962.4129056726779
INV-1580/KEVALA/OUT/I/2024,2024-01-02,menara permata properti,Mamaka/Ovolo,6660000.0,Hotel,Local,80.0,Jl. Pantai Kuta,Indonesia,410.84994242548777
INV-1581/KEVALA/OUT/I/2024,2024-01-03,kilo kitchen perenan,Kilo Jakarta,121212000.0,Restaurant,Local,620.0,"JL. PANTAI PERERENAN - 170 000 000
Indonesia",Indonesia,7477.468952143878
INV-1582/KEVALA/OUT/I/2024,2024-01-03,kilo kitchen perenan,Kilo Saudi,121212000.0,Restaurant,Export,620.0,,Saudi Arabia,7477.468952143878
INV-1583/KEVALA/OUT/I/2024,2024-01-04,prima ismaya sejahtera,Ismaya,11655000.0,Restaurant,Local,50.0,"SKYE Grand Indonesia 
Menara BCA
BCA Tower Lt. 56, Jl. M.H. Thamrin No.1 Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Indonesia,718.9873992446036
INV-1584/KEVALA/OUT/I/2024,2024-01-04,dharma canella,Cuca Restaurant,25696500.0,Restaurant,Local,175.0,,Indonesia,1585.1960278583404
INV-1585/KEVALA/OUT/II/2024,2024-02-13,ali bey maldives private limited (joali being),Joali Being,600.0,Hotel,Export,80.0,,Maldives,600.0
INV-1587/KEVALA/OUT/I/2024,2024-01-04,bali perkasa sukses,Indigo Bali,12720600.0,Hotel,Local,78.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,784.7233900326817
INV-1588/KEVALA/OUT/I/2024,2024-01-04,bali perkasa sukses,Indigo Bali,8352750.0,Hotel,Local,35.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,515.274302791966
INV-1589/KEVALA/OUT/I/2024,2024-01-04,bali perkasa sukses,Indigo Bali,4129200.0,Hotel,Local,12.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,254.72696430380242
INV-1590/KEVALA/OUT/I/2024,2024-01-04,bali perkasa sukses,Indigo Bali,3479850.0,Hotel,Local,11.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,214.66909491731735
INV-1591/KEVALA/OUT/I/2024,2024-02-01,tanjung benoa indonesia,Holiday in Benoa,10200900.0,Hotel,Local,108.0,"Jl. Pratama No. 86, Tanjung Benoa, Bali 80363 ID
+62 361 894 7888",Indonesia,629.2851618150388
INV-1592/KEVALA/OUT/I/2024,2024-01-04,maya resort,Maya Sanur,2720610.0,Hotel,Local,12.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,167.83220148081176
INV-1593/KEVALA/OUT/I/2024,2024-01-04,maya resort,Maya Sanur,5451765.0,Hotel,Local,19.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,336.3149153704639
INV-1594/KEVALA/OUT/I/2024,2024-01-04,maya resort,Maya Sanur,10038840.0,Hotel,Local,112.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,619.2878132160185
INV-1595/KEVALA/OUT/I/2024,2024-01-04,maya resort,Maya Sanur,1544842.0,Hotel,Local,9.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,95.30003705052184
INV-1596/KEVALA/OUT/I/2024,2024-01-13,renarte general trading llc,Renarte,1440.0,Agent,Export,72.0,"Office # 804, grosveenor Business Tower, PO Box 123568, barsha Heights, Dubai, United Arab Emirates",United Arab Emirates,1440.0
INV-1597/KEVALA/OUT/I/2024,2024-01-05,batu mejan sukses bersama bali,La Brisa,87135000.0,Restaurant,Local,420.0,,Indonesia,5375.286746733465
INV-1598/KEVALA/OUT/2024,2024-01-05,anaamaya resort seminyak,Alila Seminyak,9018750.0,Hotel,Local,65.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,556.3592970345147
INV-1600/KEVALA/OUT/I/2024,2024-01-05,gili meno house,Gili Meno House,45482250.0,Hotel,Local,295.0,,Indonesia,2805.7627318140603
INV-1601/KEVALA/OUT/I/2024,2024-01-08,nusadua graha international,The Westin Resort Nusa Dua,3368850.0,Hotel,Local,19.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,207.82159587689256
INV-1602/KEVALA/OUT/I/2024,2024-01-08,hotel pandan arum,Maya Ubud,2430622.0,Hotel,Local,29.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,149.9430793931117
INV-1603/KEVALA/OUT/I/2024,2024-01-08,hotel pandan arum,Maya Ubud,4755795.0,Hotel,Local,26.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,293.3810963870004
INV-1604/KEVALA/OUT/I/2024,2024-01-08,hotel pandan arum,Maya Ubud,15311340.0,Hotel,Local,116.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,944.5440176361964
INV-1605/KEVALA/OUT/I/2024,2024-01-08,maya resort,Maya Sanur,537795.0,Hotel,Local,3.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,33.17613285085814
INV-1606/KEVALA/OUT/I/2024,2024-01-08,maya resort,Maya Sanur,1629202.0,Hotel,Local,19.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,100.50413632124467
INV-1607/KEVALA/OUT/I/2024,2024-01-08,maya resort,Maya Sanur,2942055.0,Hotel,Local,19.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,181.49296206645923
INV-1608/KEVALA/OUT/I/2024,2024-01-08,maya resort,Maya Sanur,1898100.0,Hotel,Local,8.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,117.09223359126402
INV-1609/KEVALA/OUT/I/2024,2024-03-01,bali perkasa sukses,Indigo Bali,6576750.0,Hotel,Local,20.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,405.71431814516916
INV-1610/KEVALA/OUT/I/2024,2024-03-01,bali perkasa sukses,Indigo Bali,10533900.0,Hotel,Local,33.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,649.8276589363131
INV-1611/KEVALA/OUT/I/2024,2024-03-23,bali perkasa sukses,Indigo Bali,20768655.0,Hotel,Local,117.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,1281.2013079586816
INV-1613/KEVALA/OUT/I/2024,2024-01-09,"loka neka jaya, pt",Locavore NXT,5594400.0,Restaurant,Local,8.0,"Jl. Dewi Sita No. 10B, Ubud, Kec. Ubud, Kab. Gianyar Bali 80571",Indonesia,345.11395163740974
INV-1614/KEVALA/OUT/I/2024,2024-01-09,indonesia adventure sport,Nihi Sumba,31368600.0,Hotel,Local,84.0,"Jl. Setia Budi Kuta, Pertokoan Kuta Poleng Blok C2 Kuta Badung Bali 80361",Indonesia,1935.1032288240474
INV-1615/KEVALA/OUT/2024,2024-01-09,abirupa nusa cipta,Tejaprana Bisma,16927500.0,Hotel,Local,150.0,,Indonesia,1044.2436036647814
INV-1616/KEVALA/OUT/I/2024,2024-02-01,ungasan semesta resort,QQ Siti Agung Makmur (LXR),5280214.0,Hotel,Local,31.0,,Indonesia,325.73207475889706
INV-1617/KEVALA/OUT/I2024,2024-01-09,pt grand indonesia,Hotel Indonesia Kempinski Jakarta,7992000.0,Hotel,Local,60.0,,Indonesia,493.01993091058534
INV-1620/KEVALA/OUT/I/2024,2024-01-10,amanda arumdhani,Four Season Sayan,17515245.0,Hotel,Local,76.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1080.5011110838307
INV-1621/KEVALA/OUT/I/2024,2024-03-23,bali perkasa sukses,Indigo Bali,20899080.0,Hotel,Local,87.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,1289.2471193311806
INV-1622/KEVALA/OUT/I/2024,2024-03-23,bali perkasa sukses,Indigo Bali,5411250.0,Hotel,Local,20.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,333.8155782207088
INV-1623/KEVALA/OUT/I/2024,2024-03-23,bali perkasa sukses,Indigo Bali,4084800.0,Hotel,Local,23.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,251.9879646876325
INV-1624/KEVALA/OUT/I/2024,2024-03-23,bali perkasa sukses,Indigo Bali,5239200.0,Hotel,Local,16.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,323.2019547080504
INV-1625/KEVALA/OUT/I/2024,2024-03-23,maya resort,Maya Sanur,1898100.0,Hotel,Local,8.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,117.09223359126402
INV-1626/KEVALA/OUT/I/2024,2024-01-11,usaha liburan uluwatu,Mana Uluwatu Restaurant,4162500.0,Restaurant,Local,30.0,,Indonesia,256.7812140159299
INV-1627/KEVALA/OUT/I/2024,2024-03-23,griya pancaloka,Sofitel Bali Nusa Dua Beach Resort,5161500.0,Hotel,Local,30.0,Kawasan Pariwisata Nusa Dua Celuk BTDC Lot N5 ; Kota. Kab. Badung,Indonesia,318.40870537975303
INV-1628/KEVALA/OUT/I/2024,2024-01-11,menara permata properti,Mamaka/Ovolo,9768000.0,Hotel,Local,80.0,Jl. Pantai Kuta,Indonesia,602.579915557382
INV-1629/KEVALA/OUT/I/2024,2024-01-11,dwimukti graha kencana,Kitsune,421911000.0,Restaurant,Local,2020.0,Jalan Panglima polim Nomor 28,Indonesia,26027.343852654652
INV-1630/KEVALA/OUT/I2024,2024-01-11,graha alam lestari,The Apurva Kempinski Bali,59037431.0,Hotel,Local,325.0,"Jl. Raya Nusa Dua Selatan Lot 4, Benoa, Kec. Kuta Selatan, Kab. Badung, Bali",Indonesia,3641.970739834641
